3826.67,4100,4200.51,4493.85,4630.26,4583.59,4487.18,4387.18,4075.9,4503.08,4793.33,4439.49,4322.05,4560
3825.64,4101.54,4202.05,4494.36,4628.72,4583.08,4488.21,4391.79,4085.64,4502.56,4788.21,4440,4318.97,4557.95
3836.41,4108.72,4205.13,4497.44,4616.92,4581.54,4491.28,4393.85,4094.36,4512.31,4797.44,4453.85,4335.9,4574.36
3837.95,4108.21,4206.67,4496.92,4614.87,4584.62,4489.23,4381.54,4086.67,4508.72,4800.51,4455.9,4342.05,4575.38
3830.77,4104.1,4206.67,4492.31,4612.82,4588.21,4487.69,4382.56,4080.51,4500.51,4795.9,4446.15,4334.87,4571.28
3833.33,4108.21,4206.67,4489.74,4611.28,4585.64,4491.79,4399.49,4087.69,4513.85,4796.92,4444.1,4337.44,4583.08
3838.46,4107.69,4208.72,4486.15,4613.85,4576.41,4492.31,4402.56,4095.38,4526.67,4802.05,4451.79,4346.67,4591.79
3832.82,4098.97,4207.18,4480,4609.23,4572.82,4488.21,4396.92,4092.31,4511.79,4799.49,4456.92,4342.56,4586.15
3830.26,4094.87,4203.59,4477.44,4602.56,4575.38,4487.18,4395.9,4081.03,4498.46,4791.28,4456.41,4331.79,4584.62
3834.87,4098.46,4204.1,4477.95,4605.13,4571.79,4490.77,4396.92,4076.41,4506.15,4788.21,4454.87,4326.67,4590.26
3838.46,4100,4205.64,4478.46,4603.08,4566.15,4491.28,4396.41,4081.54,4503.59,4791.79,4458.46,4324.62,4593.85
3839.49,4098.97,4210.26,4476.41,4602.05,4567.69,4488.72,4392.31,4080.51,4492.82,4792.82,4460,4326.15,4598.46
3837.44,4098.97,4213.33,4474.87,4602.56,4570.26,4488.21,4391.79,4078.46,4501.54,4793.33,4458.97,4331.28,4599.49
3836.41,4100,4211.79,4474.87,4594.87,4570.26,4491.28,4401.54,4087.18,4509.74,4797.95,4461.54,4334.36,4593.33
3832.82,4098.46,4208.21,4472.82,4596.41,4569.23,4491.28,4401.54,4093.33,4497.95,4790.77,4456.41,4324.62,4584.1
3828.72,4096.41,4206.67,4469.74,4600,4565.64,4487.18,4393.33,4089.23,4490.26,4777.95,4445.64,4316.92,4582.05
3830.77,4096.41,4206.15,4468.21,4583.59,4565.64,4488.72,4396.92,4090.26,4496.41,4781.54,4445.13,4326.15,4588.21
3830.26,4093.33,4204.62,4464.1,4578.46,4572.31,4487.18,4396.92,4089.23,4495.38,4785.64,4447.69,4331.79,4586.15
3822.56,4089.74,4203.08,4462.05,4598.97,4574.87,4476.92,4381.54,4074.87,4488.21,4778.97,4442.05,4316.41,4577.44
3825.64,4095.9,4198.97,4465.13,4598.46,4568.21,4479.49,4381.54,4074.87,4489.74,4778.46,4439.49,4309.23,4579.49
3835.38,4098.97,4199.49,4464.1,4578.46,4564.62,4488.21,4392.31,4085.64,4493.33,4782.56,4445.13,4320.51,4586.67
3833.85,4090.77,4205.13,4461.54,4582.05,4570.26,4479.49,4378.46,4080.51,4489.23,4780.51,4445.13,4321.54,4587.18
3831.28,4092.82,4204.1,4462.05,4587.18,4568.21,4475.38,4366.67,4077.95,4486.15,4780.51,4444.1,4314.36,4590.26
3838.97,4106.15,4204.62,4461.03,4575.9,4555.9,4491.28,4392.31,4092.82,4493.33,4784.1,4449.74,4321.03,4595.38
3839.49,4108.72,4207.69,4461.03,4578.97,4551.28,4495.38,4403.08,4098.46,4497.44,4784.62,4450.77,4324.1,4590.26
3828.21,4105.64,4204.62,4463.59,4589.74,4554.87,4484.62,4380,4088.21,4491.79,4780.51,4443.59,4309.74,4582.56
3828.21,4106.15,4203.59,4464.62,4576.92,4558.97,4488.72,4381.03,4090.77,4488.21,4777.44,4443.08,4307.69,4585.13
3833.85,4106.67,4207.69,4462.56,4584.1,4556.41,4490.77,4398.46,4097.95,4490.77,4778.97,4446.15,4316.41,4588.72
3831.79,4104.62,4205.13,4462.56,4610.26,4552.31,4477.95,4382.05,4089.74,4490.26,4779.49,4438.97,4313.33,4586.15
3829.23,4100.51,4204.1,4460.51,4596.92,4560,4478.46,4370.26,4080,4484.62,4776.41,4435.9,4312.82,4585.13
3828.21,4101.03,4208.72,4455.9,4566.15,4570.26,4485.64,4392.82,4088.72,4491.79,4782.56,4450.26,4327.18,4591.79
3828.72,4105.13,4210.26,4456.92,4566.15,4571.79,4485.64,4406.15,4101.03,4506.67,4795.38,4459.49,4337.44,4600.51
3831.28,4105.13,4210.77,4457.95,4586.67,4568.21,4484.62,4392.31,4091.79,4504.1,4796.92,4451.28,4335.38,4598.97
3833.33,4104.62,4214.87,4455.38,4584.62,4565.13,4482.05,4387.18,4081.03,4491.79,4784.1,4445.64,4334.87,4591.28
3826.67,4105.13,4210.77,4454.87,4566.15,4566.67,4477.44,4390.26,4085.13,4487.18,4771.28,4445.13,4331.28,4582.05
3812.31,4095.9,4196.92,4453.33,4569.23,4572.31,4476.92,4383.59,4084.62,4477.95,4763.08,4433.85,4319.49,4569.74
3808.72,4085.13,4193.33,4449.23,4583.08,4567.18,4476.41,4380.51,4077.44,4469.23,4760.51,4423.08,4315.9,4564.1
3813.85,4084.62,4197.44,4448.21,4576.92,4557.44,4475.38,4390.77,4085.13,4481.03,4768.21,4428.21,4325.64,4568.21
3813.85,4087.18,4193.33,4449.74,4568.21,4563.08,4477.95,4393.33,4098.97,4492.82,4772.82,4430.77,4332.31,4569.23
3811.79,4090.77,4188.21,4446.15,4569.23,4578.46,4476.41,4385.13,4094.87,4489.23,4772.31,4430.26,4336.92,4566.15
3817.44,4092.31,4191.28,4441.54,4560,4589.74,4476.92,4387.69,4088.21,4489.74,4778.46,4438.46,4346.15,4566.15
3823.59,4087.69,4197.44,4445.13,4558.97,4584.1,4478.97,4394.87,4096.92,4498.97,4782.56,4441.03,4351.79,4572.31
3824.1,4095.38,4200.51,4453.33,4575.38,4564.62,4476.92,4398.46,4111.79,4509.23,4782.05,4440,4354.87,4580.51
3823.59,4107.18,4200.51,4453.85,4572.82,4559.49,4477.44,4397.95,4107.18,4507.69,4782.05,4440,4354.87,4580
3817.44,4094.36,4195.9,4448.72,4557.44,4570.26,4477.44,4386.15,4091.28,4494.87,4782.56,4431.28,4347.69,4569.74
3810.26,4080.51,4188.72,4447.18,4554.87,4572.82,4475.38,4379.49,4093.33,4487.69,4777.44,4421.54,4339.49,4564.62
3811.79,4088.72,4189.23,4446.67,4553.85,4569.74,4477.95,4391.79,4106.67,4491.28,4774.36,4426.67,4340,4570.26
3811.28,4089.74,4190.26,4442.05,4560,4571.28,4478.97,4394.87,4102.56,4489.74,4769.74,4430.26,4336.41,4567.69
3806.15,4078.97,4187.18,4440,4569.74,4573.33,4474.36,4378.97,4086.15,4482.56,4761.54,4424.62,4325.64,4555.9
3809.74,4083.08,4189.23,4445.64,4567.18,4572.31,4476.92,4381.54,4090.26,4486.15,4767.69,4428.72,4326.67,4559.49
3814.36,4092.82,4197.44,4448.72,4567.69,4571.28,4485.64,4397.95,4106.67,4501.03,4781.54,4441.54,4335.9,4571.28
3812.31,4092.82,4198.97,4446.67,4568.21,4570.26,4491.28,4405.13,4113.33,4509.74,4783.59,4448.21,4334.87,4573.85
3809.23,4085.64,4193.33,4447.18,4559.49,4571.28,4489.23,4401.54,4108.21,4502.56,4776.92,4443.59,4325.64,4568.72
3807.69,4081.03,4192.82,4447.18,4556.41,4571.28,4480.51,4389.74,4096.92,4489.74,4776.92,4439.49,4327.18,4569.23
3811.28,4086.15,4197.95,4446.67,4571.28,4561.54,4474.87,4386.15,4096.92,4491.79,4781.03,4442.56,4334.87,4578.46
3817.95,4093.85,4202.05,4447.69,4571.28,4546.67,4481.03,4399.49,4109.23,4506.15,4784.1,4446.67,4336.92,4586.67
3816.41,4093.33,4206.15,4450.77,4556.92,4552.82,4485.64,4406.67,4112.31,4506.15,4781.54,4444.1,4331.79,4582.05
3811.79,4087.69,4203.59,4449.23,4553.85,4570.77,4478.46,4390.77,4094.87,4483.08,4770.77,4433.33,4318.97,4570.77
3807.69,4083.08,4193.85,4444.62,4553.33,4567.18,4471.79,4384.62,4085.13,4469.74,4764.1,4425.13,4314.87,4567.69
3805.13,4082.05,4190.77,4447.18,4562.56,4553.85,4474.36,4389.74,4092.31,4481.03,4766.15,4425.64,4321.03,4568.72
3811.79,4091.79,4198.46,4452.82,4573.33,4553.33,4474.87,4384.62,4094.87,4489.74,4772.82,4434.36,4326.67,4574.36
3824.1,4104.62,4207.18,4453.85,4559.49,4554.36,4472.82,4383.08,4091.79,4490.77,4782.56,4444.1,4336.41,4587.69
3823.08,4102.05,4206.15,4451.79,4547.69,4556.92,4474.87,4387.18,4090.26,4490.26,4784.1,4447.18,4340.51,4592.31
3811.28,4089.23,4194.87,4447.18,4567.69,4567.69,4476.92,4385.64,4094.87,4489.23,4778.46,4442.56,4330.26,4585.13
3814.36,4088.21,4194.87,4446.15,4573.33,4571.28,4476.92,4391.79,4102.05,4499.49,4781.54,4444.62,4332.31,4586.15
3822.05,4095.38,4197.95,4450.26,4560.51,4565.13,4478.46,4402.56,4105.64,4507.69,4786.15,4446.67,4344.1,4589.23
3817.44,4093.33,4190.26,4450.26,4569.74,4567.18,4476.41,4393.85,4104.1,4501.03,4781.03,4441.03,4340.51,4583.08
3818.46,4094.36,4189.74,4445.64,4570.77,4573.33,4479.49,4389.23,4106.67,4503.08,4784.1,4445.64,4344.62,4589.74
3824.62,4099.49,4198.46,4443.59,4561.54,4574.87,4485.13,4398.46,4105.64,4507.18,4786.67,4451.28,4352.31,4598.97
3816.41,4093.33,4191.79,4441.03,4566.15,4573.33,4479.49,4389.74,4091.79,4485.13,4770.26,4434.87,4335.9,4582.56
3804.62,4092.82,4184.62,4437.95,4564.1,4572.82,4472.82,4376.41,4081.03,4465.13,4756.92,4424.1,4323.59,4568.21
3811.79,4101.54,4197.44,4441.54,4565.13,4571.79,4475.38,4383.59,4088.21,4476.92,4768.72,4437.44,4338.46,4579.49
3823.59,4102.05,4206.67,4447.18,4587.18,4562.05,4477.44,4394.87,4102.56,4490.26,4780.51,4445.64,4347.69,4591.28
3826.15,4098.46,4204.1,4449.23,4579.49,4551.79,4480.51,4402.05,4109.23,4494.36,4784.1,4450.77,4350.77,4595.9
3824.62,4100.51,4205.13,4446.67,4551.79,4558.97,4483.08,4403.08,4109.74,4498.46,4793.33,4455.9,4357.95,4600.51
3822.05,4098.46,4206.67,4442.56,4563.59,4570.26,4476.92,4396.41,4105.64,4496.41,4798.46,4451.79,4355.9,4597.44
3823.08,4098.97,4204.1,4442.05,4576.92,4571.28,4478.46,4399.49,4106.15,4497.44,4794.87,4451.28,4355.38,4599.49
3828.72,4106.15,4205.13,4448.21,4558.97,4567.69,4490.77,4413.85,4118.97,4507.69,4796.41,4461.03,4367.69,4610.77
3827.69,4103.59,4207.69,4448.21,4548.72,4566.15,4492.82,4418.97,4127.69,4514.87,4801.03,4462.56,4369.23,4611.28
3822.05,4097.44,4206.67,4443.59,4568.72,4566.67,4483.08,4408.72,4115.38,4505.13,4791.79,4453.33,4357.95,4603.59
3822.56,4096.41,4200,4442.05,4583.08,4569.23,4474.36,4394.36,4100,4490.26,4779.49,4446.15,4353.85,4598.97
3821.03,4094.87,4198.46,4440.51,4563.59,4569.23,4474.87,4396.92,4107.69,4489.74,4779.49,4444.62,4360,4598.46
3817.44,4092.31,4202.05,4440.51,4550.26,4571.79,4479.49,4406.15,4114.87,4494.87,4784.62,4448.72,4359.49,4601.03
3820,4091.79,4200.51,4441.03,4570.26,4580.51,4477.44,4395.38,4100,4491.79,4781.54,4448.72,4349.74,4598.46
3825.64,4096.41,4201.03,4441.54,4576.41,4580,4474.36,4389.23,4094.87,4485.13,4777.44,4447.18,4350.26,4590.26
3826.67,4099.49,4205.13,4443.59,4554.36,4569.74,4476.41,4402.56,4108.72,4490.26,4781.03,4451.28,4360.51,4591.79
3820,4094.36,4201.54,4440.51,4548.21,4575.38,4476.92,4405.13,4111.79,4490.77,4782.56,4448.21,4352.31,4594.36
3816.92,4089.23,4201.03,4435.9,4558.97,4587.69,4474.87,4400,4107.69,4489.23,4777.95,4443.08,4335.9,4589.74
3821.54,4091.79,4210.26,4438.46,4564.1,4578.46,4475.9,4408.21,4119.49,4501.03,4776.41,4450.26,4343.08,4591.79
3824.62,4093.85,4213.33,4439.49,4567.18,4567.69,4480,4414.87,4128.21,4511.28,4788.72,4460.51,4359.49,4604.1
3823.59,4092.82,4208.72,4437.44,4566.67,4573.85,4482.05,4412.31,4123.08,4509.23,4798.46,4460.51,4357.44,4603.59
3821.03,4095.38,4208.21,4438.97,4566.15,4575.9,4478.46,4411.79,4120,4502.56,4790.77,4456.92,4346.67,4589.74
3825.13,4101.54,4212.82,4442.56,4572.31,4565.13,4474.87,4411.28,4125.64,4505.13,4785.64,4460,4351.79,4591.28
3833.33,4104.1,4218.46,4441.54,4571.79,4567.18,4477.95,4412.31,4130.26,4512.31,4796.41,4464.62,4361.54,4602.56
3835.38,4104.62,4216.92,4438.46,4566.67,4580.51,4480.51,4412.82,4127.18,4512.31,4797.44,4462.56,4355.9,4597.44
3831.79,4107.69,4213.33,4438.97,4568.21,4578.46,4475.9,4407.69,4123.08,4505.64,4784.62,4460.51,4349.74,4586.15
3824.62,4101.54,4209.74,4435.9,4567.69,4571.79,4473.85,4402.56,4121.54,4504.1,4778.97,4457.44,4349.23,4584.1
3821.03,4091.28,4204.62,4432.82,4564.1,4576.92,4474.87,4403.08,4121.54,4504.62,4779.49,4450.77,4343.08,4580
3826.67,4098.46,4206.15,4436.41,4565.64,4581.03,4474.36,4410.77,4125.64,4506.67,4781.03,4450.26,4343.59,4579.49
3835.38,4107.69,4212.31,4442.05,4571.79,4581.03,4472.31,4413.33,4128.21,4515.38,4783.59,4456.92,4353.33,4587.69
3832.31,4102.05,4211.28,4443.59,4571.28,4581.54,4471.79,4405.13,4126.67,4514.87,4782.56,4453.33,4353.85,4581.54
3823.59,4097.95,4205.64,4438.46,4571.28,4575.38,4472.82,4404.1,4133.85,4505.13,4780,4441.54,4349.74,4570.77
3825.13,4101.03,4205.13,4435.38,4570.26,4571.28,4473.85,4411.79,4138.97,4509.23,4781.54,4444.1,4352.31,4580.51
3829.74,4099.49,4209.74,4438.97,4557.95,4584.62,4478.46,4414.87,4132.31,4522.05,4783.59,4457.95,4351.79,4588.21
3827.18,4096.92,4211.28,4438.46,4558.46,4593.85,4480,4410.77,4124.1,4521.03,4784.1,4458.46,4348.21,4576.41
3824.62,4099.49,4206.15,4434.36,4575.38,4585.13,4475.38,4408.72,4126.67,4510.26,4782.56,4452.82,4348.72,4566.67
3824.1,4096.41,4202.05,4433.33,4572.31,4582.05,4478.97,4411.28,4136.92,4507.18,4780.51,4455.38,4349.74,4570.26
3822.56,4091.79,4202.56,4433.85,4564.1,4594.36,4485.13,4410.77,4134.87,4505.64,4777.44,4453.33,4348.21,4568.72
3826.15,4099.49,4204.62,4436.41,4580,4594.87,4479.49,4409.74,4126.15,4508.21,4780.51,4446.67,4351.79,4568.21
3836.41,4108.72,4211.79,4441.54,4584.1,4587.18,4475.38,4413.85,4132.82,4526.67,4794.87,4453.33,4366.15,4579.49
3840,4105.13,4219.49,4441.03,4563.08,4593.33,4480.51,4417.95,4140,4543.08,4803.08,4466.15,4375.38,4588.72
3837.44,4107.18,4214.87,4437.44,4565.13,4595.38,4484.1,4418.46,4136.41,4536.92,4803.59,4472.31,4375.9,4591.79
3839.49,4118.97,4214.87,4443.08,4582.05,4582.56,4486.15,4425.64,4142.05,4536.92,4810.26,4475.9,4384.62,4597.95
3844.62,4117.95,4223.59,4446.67,4572.82,4582.05,4492.82,4435.38,4154.87,4554.36,4817.95,4476.92,4396.41,4603.08
3842.56,4110.77,4223.08,4440,4563.59,4597.95,4492.82,4435.38,4154.36,4557.95,4820,4476.41,4396.41,4600
3838.97,4111.79,4217.95,4436.92,4578.97,4601.03,4489.23,4426.15,4149.23,4540,4812.31,4473.33,4383.59,4592.82
3836.92,4111.28,4216.41,4438.97,4581.54,4593.33,4490.77,4418.97,4143.08,4524.1,4799.49,4462.05,4374.36,4587.18
3833.85,4109.74,4218.46,4438.46,4568.21,4591.79,4488.72,4423.08,4136.92,4522.05,4798.97,4456.92,4377.95,4587.18
3835.38,4114.36,4220,4437.95,4567.69,4595.9,4478.97,4426.67,4140.51,4525.64,4805.13,4462.56,4381.03,4588.72
3835.9,4118.46,4215.9,4438.46,4570.26,4601.03,4473.33,4416.41,4137.95,4523.59,4797.95,4461.54,4369.23,4584.1
3831.79,4120,4213.85,4438.97,4568.72,4600.51,4477.44,4409.74,4127.18,4517.95,4791.28,4456.92,4358.97,4580.51
3832.31,4120.51,4221.54,4438.46,4569.23,4594.36,4477.44,4414.87,4130.77,4516.41,4795.9,4458.46,4369.23,4585.13
3837.95,4121.03,4221.54,4437.95,4568.72,4591.79,4471.79,4414.87,4136.92,4518.46,4797.95,4459.49,4382.05,4592.82
3842.56,4120,4219.49,4439.49,4567.18,4595.38,4477.95,4415.9,4137.44,4523.59,4798.46,4466.67,4383.08,4597.95
3842.56,4119.49,4226.15,4440,4568.21,4597.95,4487.18,4422.05,4134.87,4526.15,4802.05,4476.41,4383.08,4600.51
3840,4120,4225.13,4437.95,4570.26,4597.95,4480.51,4413.33,4125.64,4510.77,4794.36,4467.69,4376.92,4599.49
3843.59,4121.54,4220,4438.46,4570.26,4601.54,4476.92,4404.62,4125.13,4503.59,4790.26,4463.08,4373.33,4601.03
3850.77,4124.1,4229.23,4440.51,4566.67,4603.08,4484.1,4414.36,4141.03,4529.74,4813.33,4483.08,4387.18,4612.82
3853.33,4123.59,4239.49,4441.03,4557.95,4604.1,4484.62,4420.51,4146.67,4546.15,4835.9,4495.9,4405.13,4623.59
3848.72,4121.54,4231.28,4437.95,4567.69,4602.05,4474.87,4410.77,4135.38,4527.18,4818.46,4481.03,4398.46,4614.36
3844.1,4119.49,4220.51,4435.38,4587.69,4592.31,4473.33,4401.03,4133.85,4513.85,4796.92,4465.64,4383.08,4600
3842.05,4115.38,4221.03,4433.85,4572.31,4593.85,4476.41,4404.1,4140.51,4524.1,4807.18,4466.67,4387.18,4603.59
3840.51,4115.9,4223.59,4432.31,4550.26,4604.62,4476.92,4411.28,4138.97,4527.69,4818.46,4470.77,4391.28,4607.69
3846.67,4122.56,4226.67,4436.41,4567.18,4597.95,4477.44,4411.28,4135.9,4524.1,4812.31,4472.31,4386.67,4609.23
3851.79,4126.67,4228.21,4442.05,4598.46,4588.21,4476.41,4405.13,4135.38,4525.13,4811.28,4473.85,4391.79,4615.9
3847.18,4126.15,4225.13,4441.54,4587.69,4601.03,4474.87,4402.05,4136.41,4523.59,4814.87,4474.36,4392.82,4612.31
3841.54,4123.59,4218.46,4438.97,4556.41,4612.31,4474.87,4406.67,4138.97,4522.56,4813.33,4468.21,4378.97,4598.46
3840,4115.9,4213.85,4437.44,4561.54,4604.62,4473.85,4410.77,4141.03,4525.13,4808.72,4460,4370.26,4594.36
3841.54,4113.85,4216.92,4435.9,4578.46,4600.51,4473.85,4407.69,4131.79,4525.13,4809.74,4462.56,4372.82,4597.95
3841.03,4120,4222.56,4435.9,4573.85,4603.08,4473.33,4400.51,4124.62,4527.69,4810.77,4470.77,4373.33,4598.97
3841.54,4121.54,4221.54,4438.46,4565.13,4601.03,4472.31,4402.05,4131.28,4534.87,4811.79,4475.9,4375.38,4603.08
3845.64,4120,4223.59,4437.95,4567.69,4600.51,4476.41,4413.33,4142.56,4542.05,4821.03,4478.97,4383.59,4615.9
3842.56,4114.87,4229.23,4430.26,4570.26,4603.08,4477.44,4414.87,4143.08,4542.56,4824.1,4478.97,4384.1,4618.46
3836.41,4108.21,4224.1,4426.67,4567.69,4603.59,4471.28,4400.51,4128.21,4529.74,4812.82,4469.74,4373.33,4606.67
3835.38,4106.67,4216.92,4429.23,4556.92,4609.74,4471.28,4394.87,4118.97,4522.05,4807.69,4464.62,4368.72,4600
3837.44,4108.72,4219.49,4430.26,4552.31,4617.95,4476.41,4408.72,4132.82,4533.85,4814.36,4468.72,4373.33,4604.62
3840,4108.21,4223.08,4428.72,4568.72,4615.38,4475.9,4413.33,4148.72,4544.62,4817.44,4467.69,4373.33,4604.1
3835.38,4104.62,4213.85,4428.21,4568.72,4614.87,4474.36,4398.97,4136.92,4529.74,4804.62,4458.46,4362.56,4594.36
3831.79,4103.08,4207.18,4426.15,4550.26,4617.95,4474.87,4393.33,4120.51,4516.41,4800,4453.33,4361.54,4592.31
3842.56,4113.33,4216.92,4428.21,4549.74,4607.18,4477.95,4404.62,4133.33,4534.36,4820.51,4464.62,4384.1,4607.18
3854.87,4126.15,4228.21,4434.87,4563.08,4595.38,4481.54,4413.33,4154.36,4551.79,4840.51,4477.95,4404.1,4623.08
3850.77,4125.64,4221.54,4432.31,4567.18,4598.46,4482.05,4408.72,4150.77,4544.62,4830.77,4472.31,4394.87,4621.54
3845.13,4121.03,4211.79,4423.59,4565.13,4604.62,4481.03,4398.97,4135.9,4532.82,4815.9,4458.46,4378.97,4611.28
3846.67,4125.13,4219.49,4425.64,4561.03,4609.74,4483.08,4396.92,4137.44,4531.28,4815.9,4460,4381.03,4611.28
3840,4124.62,4218.46,4428.72,4568.21,4614.36,4485.64,4397.95,4145.13,4521.54,4810.26,4458.97,4380.51,4609.23
3839.49,4120,4208.21,4425.13,4577.44,4607.69,4487.18,4399.49,4149.23,4524.62,4813.85,4455.38,4382.56,4606.15
3854.36,4121.54,4221.03,4428.72,4562.56,4598.97,4492.82,4413.85,4156.92,4551.28,4840,4470.77,4403.59,4621.54
3857.44,4124.62,4234.87,4430.77,4547.69,4600.51,4493.85,4427.18,4162.56,4555.38,4844.1,4483.59,4407.69,4630.26
3844.62,4122.56,4225.13,4423.59,4556.41,4600,4488.72,4418.46,4152.82,4537.44,4817.95,4473.85,4385.64,4612.82
3836.41,4112.31,4213.85,4420,4560,4602.56,4490.26,4409.74,4138.97,4531.28,4806.67,4461.03,4376.92,4598.46
3834.36,4099.49,4214.87,4418.97,4541.54,4604.1,4490.77,4416.41,4140,4534.87,4820.51,4462.05,4388.21,4602.56
3822.56,4087.18,4204.1,4414.87,4542.05,4603.08,4480,4407.18,4133.33,4523.59,4812.31,4456.41,4381.03,4592.82
3815.38,4085.64,4193.85,4414.36,4551.28,4609.74,4477.95,4389.74,4119.49,4509.23,4796.92,4442.56,4368.72,4578.46
3829.23,4101.03,4209.74,4423.08,4547.18,4610.26,4493.33,4396.41,4131.28,4518.46,4813.33,4451.28,4383.08,4594.36
3843.08,4111.28,4221.54,4428.21,4552.31,4597.95,4491.28,4404.1,4144.62,4528.72,4824.62,4465.64,4395.38,4608.21
3837.44,4106.15,4211.28,4425.64,4545.13,4594.87,4476.92,4398.46,4133.33,4517.95,4809.74,4458.97,4387.18,4597.44
3835.9,4106.15,4208.72,4426.15,4524.62,4594.87,4484.62,4406.67,4136.92,4521.54,4811.79,4454.36,4388.21,4600
3844.62,4107.18,4218.97,4428.72,4528.72,4593.85,4496.41,4422.05,4158.97,4543.59,4830.77,4465.64,4399.49,4615.38
3840,4100,4214.36,4428.72,4556.92,4601.54,4493.33,4415.38,4152.82,4534.87,4823.08,4464.1,4395.9,4607.69
3833.85,4097.95,4205.64,4428.72,4563.08,4605.64,4490.26,4409.74,4136.41,4518.46,4812.82,4456.41,4388.21,4597.44
3840,4106.67,4212.31,4427.69,4538.46,4601.03,4493.33,4427.18,4152.82,4534.36,4827.69,4466.67,4393.33,4610.77
3845.13,4113.85,4221.03,4431.79,4521.54,4600,4492.82,4430.26,4164.62,4550.77,4836.41,4477.95,4401.03,4623.59
3843.08,4117.95,4221.03,4438.46,4535.38,4598.97,4488.21,4411.79,4146.15,4537.44,4828.21,4472.31,4399.49,4619.49
3841.54,4116.41,4219.49,4437.95,4546.15,4598.46,4486.67,4413.33,4142.05,4526.67,4824.1,4461.54,4394.36,4615.9
3842.56,4107.69,4217.44,4436.41,4529.74,4603.59,4491.28,4429.23,4154.36,4534.36,4829.23,4460,4396.41,4616.41
3841.03,4111.28,4215.9,4440.51,4532.31,4602.56,4490.77,4422.56,4149.23,4534.36,4830.77,4464.1,4400.51,4614.36
3840,4120.51,4218.46,4442.56,4546.15,4598.46,4488.72,4415.9,4144.62,4525.64,4825.13,4468.72,4395.9,4614.87
3840.51,4112.82,4218.97,4439.49,4535.38,4608.72,4498.46,4427.18,4154.36,4530.26,4827.69,4469.23,4392.82,4616.92
3834.36,4100.51,4211.79,4436.41,4532.31,4618.46,4503.08,4429.23,4155.9,4541.03,4830.26,4460,4395.38,4609.74
3830.77,4103.59,4209.74,4437.95,4538.46,4611.28,4495.38,4422.56,4156.41,4538.46,4820,4458.46,4393.33,4600.51
3834.36,4109.23,4212.31,4443.59,4530.77,4600,4487.69,4418.97,4157.95,4530.77,4813.85,4461.03,4385.13,4599.49
3830.77,4100.51,4207.18,4440.51,4525.13,4600.51,4478.46,4407.69,4142.56,4518.46,4808.21,4450.26,4374.87,4594.36
3823.59,4095.38,4200.51,4426.15,4527.69,4604.62,4475.38,4403.59,4136.92,4510.77,4800.51,4444.1,4373.33,4592.31
3825.64,4101.54,4200,4423.08,4528.21,4599.49,4484.1,4416.92,4151.79,4522.56,4809.23,4456.41,4383.59,4598.46
3826.67,4105.64,4199.49,4430.26,4520.51,4598.97,4483.08,4416.41,4154.36,4527.18,4816.41,4461.54,4383.59,4593.33
3820.51,4097.44,4194.87,4427.18,4510.77,4608.21,4471.79,4401.03,4148.21,4517.44,4801.54,4453.33,4373.85,4582.05
3821.03,4093.33,4194.36,4422.56,4509.74,4609.74,4474.87,4404.1,4154.36,4520.51,4796.41,4456.92,4378.97,4587.18
3823.59,4096.41,4197.44,4427.69,4530.26,4601.03,4480.51,4411.79,4149.74,4522.05,4803.08,4462.05,4383.59,4592.31
3816.92,4096.92,4194.87,4430.77,4541.03,4604.62,4476.41,4405.13,4137.44,4507.18,4796.41,4456.41,4372.31,4584.62
3817.95,4098.46,4194.87,4432.31,4524.62,4616.41,4476.92,4405.64,4147.69,4509.23,4795.38,4457.44,4371.28,4589.74
3822.56,4097.95,4198.46,4438.46,4516.92,4611.79,4481.03,4411.79,4154.36,4525.64,4800.51,4456.92,4374.36,4598.46
3817.95,4096.41,4195.9,4442.05,4514.36,4609.74,4481.54,4410.77,4148.21,4524.1,4797.95,4446.15,4367.18,4591.79
3812.31,4097.44,4191.28,4432.82,4506.67,4618.46,4479.49,4407.69,4148.21,4512.31,4796.41,4440.51,4363.59,4584.1
3808.72,4094.36,4191.79,4423.08,4509.74,4609.23,4472.31,4398.46,4141.54,4505.13,4792.82,4440,4361.54,4581.03
3813.33,4094.36,4198.46,4428.72,4522.56,4587.18,4471.28,4398.46,4140,4512.82,4792.31,4443.08,4365.64,4586.67
3824.62,4104.1,4208.21,4431.79,4532.31,4585.13,4486.15,4424.1,4163.59,4538.46,4811.28,4460,4386.15,4601.54
3821.54,4102.56,4208.72,4424.1,4525.13,4607.69,4492.31,4431.79,4170.26,4543.08,4817.95,4462.05,4388.72,4600
3811.79,4094.36,4201.54,4423.59,4510.77,4618.46,4478.97,4407.69,4150.26,4518.97,4797.44,4445.13,4372.82,4583.08
3816.41,4100.51,4202.05,4429.23,4507.69,4607.18,4472.31,4404.1,4150.77,4517.95,4800.51,4449.23,4378.97,4584.62
3822.56,4102.05,4206.67,4426.67,4515.9,4602.05,4478.46,4417.95,4160.51,4529.74,4812.31,4458.97,4384.62,4590.77
3819.49,4097.44,4205.64,4421.54,4530.26,4603.59,4476.41,4414.87,4155.38,4524.1,4801.03,4453.33,4371.79,4582.56
3821.03,4104.62,4206.15,4427.18,4535.9,4601.03,4471.28,4410.77,4154.36,4522.05,4797.95,4452.31,4372.82,4580.51
